,state,county,poverty_percent_15,median_household_income_15
1925,NC,North Carolina,16.4,"47,884"
1926,NC,Alamance County,18.9,"41,566"
1927,NC,Alexander County,15.5,"41,092"
1928,NC,Alleghany County,22.9,"36,113"
1929,NC,Anson County,25.2,"35,307"
1930,NC,Ashe County,20.2,"35,238"
1931,NC,Avery County,19.7,"37,120"
1932,NC,Beaufort County,19.2,"41,725"
1933,NC,Bertie County,24.8,"31,967"
1934,NC,Bladen County,25.4,"33,882"
1935,NC,Brunswick County,14.3,"48,831"
1936,NC,Buncombe County,15.2,"45,094"
1937,NC,Burke County,16.7,"42,711"
1938,NC,Cabarrus County,10.8,"57,881"
1939,NC,Caldwell County,16.2,"39,636"
1940,NC,Camden County,9.7,"62,000"
1941,NC,Carteret County,13.8,"50,837"
1942,NC,Caswell County,20.1,"40,504"
1943,NC,Catawba County,15.1,"41,745"
1944,NC,Chatham County,11.6,"58,860"
1945,NC,Cherokee County,18.3,"38,284"
1946,NC,Chowan County,19.4,"40,794"
1947,NC,Clay County,17.4,"38,980"
1948,NC,Cleveland County,19.8,"40,237"
1949,NC,Columbus County,24.0,"34,478"
1950,NC,Craven County,15.0,"47,805"
1951,NC,Cumberland County,18.8,"42,380"
1952,NC,Currituck County,10.4,"66,426"
1953,NC,Dare County,10.3,"53,585"
1954,NC,Davidson County,14.1,"46,400"
1955,NC,Davie County,12.3,"52,525"
1956,NC,Duplin County,24.9,"38,397"
1957,NC,Durham County,17.1,"53,875"
1958,NC,Edgecombe County,27.8,"32,529"
1959,NC,Forsyth County,18.1,"47,346"
1960,NC,Franklin County,16.0,"48,009"
1961,NC,Gaston County,17.3,"45,031"
1962,NC,Gates County,16.7,"46,387"
1963,NC,Graham County,21.0,"33,827"
1964,NC,Granville County,16.0,"50,314"
1965,NC,Greene County,25.4,"35,060"
1966,NC,Guilford County,15.7,"48,283"
1967,NC,Halifax County,27.9,"31,952"
1968,NC,Harnett County,17.7,"48,301"
1969,NC,Haywood County,17.6,"43,573"
1970,NC,Henderson County,13.1,"47,280"
1971,NC,Hertford County,26.9,"34,453"
1972,NC,Hoke County,19.9,"42,819"
1973,NC,Hyde County,23.0,"37,074"
1974,NC,Iredell County,14.2,"55,848"
1975,NC,Jackson County,20.9,"41,537"
1976,NC,Johnston County,13.0,"52,681"
1977,NC,Jones County,21.4,"39,688"
1978,NC,Lee County,17.1,"44,294"
1979,NC,Lenoir County,22.7,"37,085"
1980,NC,Lincoln County,13.4,"49,343"
1981,NC,McDowell County,18.8,"37,430"
1982,NC,Macon County,16.9,"41,395"
1983,NC,Madison County,20.9,"37,899"
1984,NC,Martin County,22.5,"36,543"
1985,NC,Mecklenburg County,14.3,"57,029"
1986,NC,Mitchell County,16.7,"39,955"
1987,NC,Montgomery County,19.9,"39,096"
1988,NC,Moore County,13.2,"52,139"
1989,NC,Nash County,18.1,"43,450"
1990,NC,New Hanover County,17.3,"52,456"
1991,NC,Northampton County,26.8,"33,301"
1992,NC,Onslow County,15.3,"46,144"
1993,NC,Orange County,14.3,"61,570"
1994,NC,Pamlico County,14.6,"41,004"
1995,NC,Pasquotank County,19.1,"42,171"
1996,NC,Pender County,14.8,"49,390"
1997,NC,Perquimans County,17.6,"42,337"
1998,NC,Person County,16.3,"43,917"
1999,NC,Pitt County,25.9,"41,909"
2000,NC,Polk County,13.5,"45,672"
2001,NC,Randolph County,16.4,"43,216"
2002,NC,Richmond County,28.7,"33,017"
2003,NC,Robeson County,30.6,"32,128"
2004,NC,Rockingham County,18.4,"40,148"
2005,NC,Rowan County,17.3,"44,862"
2006,NC,Rutherford County,19.2,"36,998"
2007,NC,Sampson County,21.4,"40,660"
2008,NC,Scotland County,29.0,"35,447"
2009,NC,Stanly County,17.1,"44,878"
2010,NC,Stokes County,15.3,"42,889"
2011,NC,Surry County,18.2,"38,408"
2012,NC,Swain County,16.2,"36,103"
2013,NC,Transylvania County,15.4,"45,792"
2014,NC,Tyrrell County,25.0,"33,759"
2015,NC,Union County,9.7,"71,690"
2016,NC,Vance County,24.6,"32,698"
2017,NC,Wake County,11.1,"70,629"
2018,NC,Warren County,27.3,"34,149"
2019,NC,Washington County,23.4,"35,146"
2020,NC,Watauga County,25.3,"41,762"
2021,NC,Wayne County,18.4,"41,161"
2022,NC,Wilkes County,18.7,"40,647"
2023,NC,Wilson County,19.9,"41,276"
2024,NC,Yadkin County,16.3,"41,208"
2025,NC,Yancey County,19.3,"36,418"
2026,ND,North Dakota,10.7,"61,674"
2027,ND,Adams County,10.1,"48,106"
2028,ND,Barnes County,12.4,"51,053"
2029,ND,Benson County,27.9,"39,969"
2030,ND,Billings County,7.1,"76,913"
2031,ND,Bottineau County,10.6,"56,645"
2032,ND,Bowman County,7.6,"62,892"
2033,ND,Burke County,8.4,"68,477"
2034,ND,Burleigh County,9.0,"66,057"
2035,ND,Cass County,10.7,"55,946"
2036,ND,Cavalier County,9.4,"57,200"
2037,ND,Dickey County,10.3,"56,325"
2038,ND,Divide County,8.6,"62,922"
2039,ND,Dunn County,9.9,"73,135"
2040,ND,Eddy County,11.3,"47,804"
2041,ND,Emmons County,13.9,"46,952"
2042,ND,Foster County,8.4,"53,408"
2043,ND,Golden Valley County,10.2,"56,948"
2044,ND,Grand Forks County,14.3,"52,022"
2045,ND,Grant County,15.6,"40,879"
2046,ND,Griggs County,10.0,"47,222"
2047,ND,Hettinger County,10.6,"53,403"
2048,ND,Kidder County,13.9,"46,800"
2049,ND,LaMoure County,10.9,"58,638"
2050,ND,Logan County,11.8,"50,047"
2051,ND,McHenry County,11.1,"56,351"
2052,ND,McIntosh County,12.5,"48,494"
2053,ND,McKenzie County,8.4,"82,906"
2054,ND,McLean County,10.0,"62,480"
2055,ND,Mercer County,7.2,"75,698"
2056,ND,Morton County,7.8,"64,260"
2057,ND,Mountrail County,11.2,"65,606"
2058,ND,Nelson County,11.6,"48,196"
2059,ND,Oliver County,10.2,"65,798"
2060,ND,Pembina County,8.8,"58,683"
2061,ND,Pierce County,16.1,"43,419"
2062,ND,Ramsey County,12.0,"51,607"
2063,ND,Ransom County,9.1,"60,122"
2064,ND,Renville County,7.6,"65,651"
2065,ND,Richland County,10.2,"56,942"
2066,ND,Rolette County,25.5,"37,634"
2067,ND,Sargent County,7.8,"58,626"
2068,ND,Sheridan County,17.6,"38,234"
2069,ND,Sioux County,40.4,"32,895"
2070,ND,Slope County,9.0,"56,833"
2071,ND,Stark County,7.5,"76,844"
2072,ND,Steele County,7.8,"61,352"
2073,ND,Stutsman County,11.4,"54,925"
2074,ND,Towner County,10.4,"51,561"
2075,ND,Traill County,9.5,"54,814"
2076,ND,Walsh County,10.8,"51,749"
2077,ND,Ward County,8.4,"61,170"
2078,ND,Wells County,10.4,"51,857"
2079,ND,Williams County,7.8,"89,860"
2080,OH,Ohio,14.8,"51,086"
2081,OH,Adams County,21.3,"36,609"
2082,OH,Allen County,15.5,"49,297"
2083,OH,Ashland County,14.1,"48,338"
2084,OH,Ashtabula County,18.6,"44,258"
2085,OH,Athens County,31.5,"38,400"
2086,OH,Auglaize County,8.7,"58,840"
2087,OH,Belmont County,14.6,"45,675"
2088,OH,Brown County,14.9,"47,202"
2089,OH,Butler County,14.4,"58,954"
2090,OH,Carroll County,13.0,"52,166"
2091,OH,Champaign County,10.8,"58,837"
2092,OH,Clark County,15.1,"47,651"
2093,OH,Clermont County,9.5,"62,214"
2094,OH,Clinton County,13.6,"47,055"
2095,OH,Columbiana County,14.7,"42,301"
2096,OH,Coshocton County,15.1,"41,643"
2097,OH,Crawford County,16.5,"41,471"
2098,OH,Cuyahoga County,18.2,"45,506"
2099,OH,Darke County,9.6,"51,131"
2100,OH,Defiance County,10.2,"53,936"
2101,OH,Delaware County,4.4,"97,679"
2102,OH,Erie County,12.7,"48,129"
2103,OH,Fairfield County,9.1,"61,450"
2104,OH,Fayette County,16.3,"45,068"
2105,OH,Franklin County,17.1,"53,939"
2106,OH,Fulton County,8.5,"58,782"
2107,OH,Gallia County,21.7,"38,738"
2108,OH,Geauga County,6.7,"76,315"
2109,OH,Greene County,12.7,"61,250"
2110,OH,Guernsey County,18.6,"41,630"
2111,OH,Hamilton County,16.6,"51,070"
2112,OH,Hancock County,10.6,"55,265"
2113,OH,Hardin County,16.5,"44,101"
2114,OH,Harrison County,15.5,"44,221"
2115,OH,Henry County,9.4,"56,986"
2116,OH,Highland County,17.9,"41,494"
2117,OH,Hocking County,15.7,"43,598"
2118,OH,Holmes County,10.8,"53,540"
2119,OH,Huron County,13.1,"48,838"
2120,OH,Jackson County,20.4,"42,828"
2121,OH,Jefferson County,17.8,"43,306"
2122,OH,Knox County,14.8,"50,914"
2123,OH,Lake County,8.3,"60,782"
2124,OH,Lawrence County,21.0,"39,698"
2125,OH,Licking County,12.6,"59,119"
2126,OH,Logan County,10.9,"49,690"
2127,OH,Lorain County,13.5,"52,779"
2128,OH,Lucas County,19.5,"43,136"
2129,OH,Madison County,9.3,"63,736"
2130,OH,Mahoning County,16.8,"42,443"
2131,OH,Marion County,18.2,"43,529"
2132,OH,Medina County,7.0,"70,576"
2133,OH,Meigs County,22.8,"38,479"
2134,OH,Mercer County,7.8,"56,124"
2135,OH,Miami County,10.7,"51,685"
2136,OH,Monroe County,18.3,"41,754"
2137,OH,Montgomery County,17.7,"46,696"
2138,OH,Morgan County,19.0,"39,969"
2139,OH,Morrow County,11.3,"52,312"
2140,OH,Muskingum County,16.5,"43,324"
2141,OH,Noble County,15.0,"47,714"
2142,OH,Ottawa County,9.7,"58,793"
2143,OH,Paulding County,10.9,"49,796"
2144,OH,Perry County,18.8,"44,738"
2145,OH,Pickaway County,12.4,"58,472"
2146,OH,Pike County,21.4,"39,851"
2147,OH,Portage County,13.6,"53,609"
2148,OH,Preble County,12.7,"51,042"
2149,OH,Putnam County,7.2,"60,036"
2150,OH,Richland County,15.1,"45,273"
2151,OH,Ross County,17.8,"45,615"
2152,OH,Sandusky County,12.2,"49,994"
2153,OH,Scioto County,23.0,"37,277"
2154,OH,Seneca County,13.6,"48,617"
2155,OH,Shelby County,8.9,"59,149"
2156,OH,Stark County,13.4,"48,976"
2157,OH,Summit County,14.4,"51,434"
2158,OH,Trumbull County,17.6,"42,831"
2159,OH,Tuscarawas County,13.0,"47,588"
2160,OH,Union County,7.6,"76,116"
2161,OH,Van Wert County,11.2,"51,264"
2162,OH,Vinton County,18.9,"41,675"
2163,OH,Warren County,5.2,"81,383"
2164,OH,Washington County,15.0,"44,697"
2165,OH,Wayne County,11.3,"52,717"
2166,OH,Williams County,12.0,"49,031"
2167,OH,Wood County,11.7,"57,390"
2168,OH,Wyandot County,8.8,"51,109"
2169,OK,Oklahoma,16.0,"48,595"
2170,OK,Adair County,28.4,"31,572"
2171,OK,Alfalfa County,14.6,"52,551"
2172,OK,Atoka County,23.0,"34,850"
2173,OK,Beaver County,11.1,"59,544"
2174,OK,Beckham County,13.9,"51,394"
2175,OK,Blaine County,16.3,"43,540"
2176,OK,Bryan County,18.1,"40,875"
2177,OK,Caddo County,21.3,"43,548"
2178,OK,Canadian County,9.8,"63,291"
2179,OK,Carter County,16.3,"45,287"
2180,OK,Cherokee County,21.5,"40,600"
2181,OK,Choctaw County,29.9,"30,572"
2182,OK,Cimarron County,17.0,"44,023"
2183,OK,Cleveland County,11.5,"59,417"
2184,OK,Coal County,19.4,"38,954"
2185,OK,Comanche County,15.1,"46,821"
2186,OK,Cotton County,16.8,"42,901"
2187,OK,Craig County,18.2,"41,119"
2188,OK,Creek County,15.7,"47,395"
2189,OK,Custer County,17.9,"47,745"
2190,OK,Delaware County,20.5,"38,840"
2191,OK,Dewey County,13.1,"53,004"
2192,OK,Ellis County,11.9,"57,524"
2193,OK,Garfield County,14.5,"49,070"
2194,OK,Garvin County,14.2,"46,139"
2195,OK,Grady County,13.1,"53,208"
2196,OK,Grant County,11.4,"50,729"
2197,OK,Greer County,23.7,"36,495"
2198,OK,Harmon County,23.6,"33,144"
2199,OK,Harper County,9.8,"52,635"
2200,OK,Haskell County,18.1,"36,888"
2201,OK,Hughes County,20.1,"37,676"
2202,OK,Jackson County,17.2,"44,723"
2203,OK,Jefferson County,19.9,"36,227"
2204,OK,Johnston County,21.4,"38,980"
2205,OK,Kay County,18.7,"43,373"
2206,OK,Kingfisher County,10.6,"59,462"
2207,OK,Kiowa County,21.1,"37,721"
2208,OK,Latimer County,19.4,"38,313"
2209,OK,Le Flore County,19.3,"38,261"
2210,OK,Lincoln County,14.7,"46,976"
2211,OK,Logan County,13.1,"57,892"
2212,OK,Love County,12.4,"45,223"
2213,OK,McClain County,10.7,"56,700"
2214,OK,McCurtain County,25.3,"31,723"
2215,OK,McIntosh County,21.3,"35,775"
2216,OK,Major County,10.8,"55,020"
2217,OK,Marshall County,17.1,"41,312"
2218,OK,Mayes County,18.5,"46,373"
2219,OK,Murray County,14.4,"45,560"
2220,OK,Muskogee County,21.1,"40,340"
2221,OK,Noble County,11.8,"51,977"
2222,OK,Nowata County,16.4,"43,341"
2223,OK,Okfuskee County,23.9,"37,289"
2224,OK,Oklahoma County,16.2,"49,750"
2225,OK,Okmulgee County,22.5,"39,825"
2226,OK,Osage County,16.3,"46,093"
2227,OK,Ottawa County,23.0,"36,166"
2228,OK,Pawnee County,16.0,"45,184"
2229,OK,Payne County,22.7,"41,747"
2230,OK,Pittsburg County,17.0,"43,257"
2231,OK,Pontotoc County,15.4,"44,798"
2232,OK,Pottawatomie County,17.0,"43,587"
2233,OK,Pushmataha County,21.1,"34,910"
2234,OK,Roger Mills County,10.8,"57,063"
2235,OK,Rogers County,10.0,"63,263"
2236,OK,Seminole County,20.7,"39,102"
2237,OK,Sequoyah County,24.4,"36,718"
2238,OK,Stephens County,15.6,"47,949"
2239,OK,Texas County,11.4,"51,092"
2240,OK,Tillman County,23.1,"38,247"
2241,OK,Tulsa County,15.9,"51,366"
2242,OK,Wagoner County,10.2,"57,948"
2243,OK,Washington County,13.5,"52,056"
2244,OK,Washita County,15.8,"49,606"
2245,OK,Woods County,13.8,"52,920"
2246,OK,Woodward County,11.8,"60,290"
2247,OR,Oregon,15.2,"54,074"
2248,OR,Baker County,15.3,"40,855"
2249,OR,Benton County,18.3,"54,773"
2250,OR,Clackamas County,9.4,"69,523"
2251,OR,Clatsop County,13.9,"47,340"
2252,OR,Columbia County,13.4,"52,060"
2253,OR,Coos County,18.7,"38,934"
2254,OR,Crook County,15.9,"45,046"
2255,OR,Curry County,17.2,"38,126"
2256,OR,Deschutes County,13.4,"56,911"
2257,OR,Douglas County,19.5,"41,696"
2258,OR,Gilliam County,12.9,"50,694"
2259,OR,Grant County,16.4,"43,105"
2260,OR,Harney County,16.3,"40,468"
2261,OR,Hood River County,11.5,"53,726"
2262,OR,Jackson County,19.3,"44,855"
2263,OR,Jefferson County,21.9,"42,325"
2264,OR,Josephine County,21.9,"40,569"
2265,OR,Klamath County,19.9,"42,384"
2266,OR,Lake County,18.6,"39,878"
2267,OR,Lane County,19.0,"47,254"
2268,OR,Lincoln County,17.0,"41,118"
2269,OR,Linn County,15.8,"47,757"
2270,OR,Malheur County,24.9,"37,604"
2271,OR,Marion County,16.8,"51,623"
2272,OR,Morrow County,15.0,"53,774"
2273,OR,Multnomah County,15.7,"58,764"
2274,OR,Polk County,13.7,"55,342"
2275,OR,Sherman County,16.3,"51,448"
2276,OR,Tillamook County,15.5,"44,972"
2277,OR,Umatilla County,19.2,"49,016"
2278,OR,Union County,16.5,"46,378"
2279,OR,Wallowa County,16.1,"44,045"
2280,OR,Wasco County,16.0,"45,110"
2281,OR,Washington County,10.5,"70,417"
2282,OR,Wheeler County,21.4,"34,157"
2283,OR,Yamhill County,13.3,"52,806"
2284,PA,Pennsylvania,13.1,"55,683"
2285,PA,Adams County,8.5,"60,558"
2286,PA,Allegheny County,12.2,"54,412"
2287,PA,Armstrong County,12.6,"44,893"
2288,PA,Beaver County,13.1,"50,131"
2289,PA,Bedford County,13.9,"45,988"
2290,PA,Berks County,12.6,"56,167"
2291,PA,Blair County,15.3,"44,880"
2292,PA,Bradford County,13.0,"49,367"
2293,PA,Bucks County,6.3,"80,512"
2294,PA,Butler County,9.5,"67,892"
2295,PA,Cambria County,14.9,"43,786"
2296,PA,Cameron County,13.3,"42,452"
2297,PA,Carbon County,11.5,"52,121"
2298,PA,Centre County,16.1,"55,084"
2299,PA,Chester County,6.0,"90,555"
2300,PA,Clarion County,17.4,"39,988"
2301,PA,Clearfield County,16.6,"44,336"
2302,PA,Clinton County,16.0,"45,897"
2303,PA,Columbia County,15.0,"44,763"
2304,PA,Crawford County,15.3,"45,989"
2305,PA,Cumberland County,7.3,"63,926"
2306,PA,Dauphin County,13.6,"54,198"
2307,PA,Delaware County,10.4,"67,184"
2308,PA,Elk County,9.3,"47,826"
2309,PA,Erie County,17.1,"47,118"
2310,PA,Fayette County,20.1,"40,293"
2311,PA,Forest County,24.3,"37,388"
2312,PA,Franklin County,9.4,"56,975"
2313,PA,Fulton County,11.6,"49,378"
2314,PA,Greene County,15.1,"50,714"
2315,PA,Huntingdon County,14.3,"44,875"
2316,PA,Indiana County,18.2,"45,448"
2317,PA,Jefferson County,14.6,"45,499"
2318,PA,Juniata County,12.8,"50,008"
2319,PA,Lackawanna County,15.3,"48,000"
2320,PA,Lancaster County,10.6,"59,231"
2321,PA,Lawrence County,17.5,"43,944"
2322,PA,Lebanon County,11.6,"52,829"
2323,PA,Lehigh County,12.1,"56,352"
2324,PA,Luzerne County,15.1,"49,589"
2325,PA,Lycoming County,14.8,"49,941"
2326,PA,Mc Kean County,16.9,"46,039"
2327,PA,Mercer County,14.2,"46,319"
2328,PA,Mifflin County,15.4,"42,296"
2329,PA,Monroe County,12.7,"57,152"
2330,PA,Montgomery County,6.6,"83,258"
2331,PA,Montour County,9.0,"57,056"
2332,PA,Northampton County,8.8,"62,129"
2333,PA,Northumberland County,13.1,"44,221"
2334,PA,Perry County,9.6,"54,818"
2335,PA,Philadelphia County,25.4,"41,210"
2336,PA,Pike County,10.9,"60,436"
2337,PA,Potter County,14.3,"41,754"
2338,PA,Schuylkill County,13.0,"45,733"
2339,PA,Snyder County,11.7,"49,803"
2340,PA,Somerset County,14.4,"43,608"
2341,PA,Sullivan County,13.5,"43,844"
2342,PA,Susquehanna County,12.6,"50,141"
2343,PA,Tioga County,13.1,"48,186"
2344,PA,Union County,12.4,"57,862"
2345,PA,Venango County,13.5,"44,916"
2346,PA,Warren County,12.2,"45,362"
2347,PA,Washington County,10.1,"57,622"
2348,PA,Wayne County,13.3,"49,927"
2349,PA,Westmoreland County,11.3,"53,422"
2350,PA,Wyoming County,11.1,"51,797"
2351,PA,York County,10.4,"58,527"
2352,RI,Rhode Island,14.1,"57,265"
2353,RI,Bristol County,9.3,"75,324"
2354,RI,Kent County,8.7,"65,332"
2355,RI,Newport County,11.1,"66,096"
2356,RI,Providence County,17.2,"50,364"
2357,RI,Washington County,9.9,"71,951"
2358,SC,South Carolina,16.8,"47,308"
2359,SC,Abbeville County,19.1,"35,932"
2360,SC,Aiken County,18.1,"48,012"
2361,SC,Allendale County,41.0,"27,089"
2362,SC,Anderson County,17.2,"44,745"
2363,SC,Bamberg County,32.7,"29,642"
2364,SC,Barnwell County,27.3,"33,280"
2365,SC,Beaufort County,12.9,"60,071"
2366,SC,Berkeley County,13.0,"55,876"
2367,SC,Calhoun County,21.3,"41,277"
2368,SC,Charleston County,14.9,"56,244"
2369,SC,Cherokee County,20.3,"37,098"
2370,SC,Chester County,25.7,"35,006"
2371,SC,Chesterfield County,23.5,"36,520"
2372,SC,Clarendon County,25.4,"34,654"
2373,SC,Colleton County,23.1,"33,745"
2374,SC,Darlington County,21.5,"36,719"
2375,SC,Dillon County,31.2,"31,094"
2376,SC,Dorchester County,13.6,"55,595"
2377,SC,Edgefield County,18.9,"46,430"
2378,SC,Fairfield County,23.0,"36,622"
2379,SC,Florence County,20.3,"41,197"
2380,SC,Georgetown County,19.3,"44,395"
2381,SC,Greenville County,13.8,"52,017"
2382,SC,Greenwood County,19.1,"42,240"
2383,SC,Hampton County,23.6,"30,772"
2384,SC,Horry County,16.7,"47,083"
2385,SC,Jasper County,23.2,"37,231"
2386,SC,Kershaw County,15.5,"48,233"
2387,SC,Lancaster County,14.4,"47,279"
2388,SC,Laurens County,18.9,"39,731"
2389,SC,Lee County,28.3,"31,525"
2390,SC,Lexington County,13.2,"55,413"
2391,SC,McCormick County,19.2,"41,589"
2392,SC,Marion County,24.4,"30,528"
2393,SC,Marlboro County,28.2,"32,485"
2394,SC,Newberry County,19.1,"41,120"
2395,SC,Oconee County,18.0,"44,819"
2396,SC,Orangeburg County,24.0,"37,651"
2397,SC,Pickens County,18.1,"44,091"
2398,SC,Richland County,15.8,"51,065"
2399,SC,Saluda County,18.3,"41,409"
2400,SC,Spartanburg County,15.0,"45,768"
2401,SC,Sumter County,19.6,"41,058"
2402,SC,Union County,23.2,"35,467"
2403,SC,Williamsburg County,33.6,"28,943"
2404,SC,York County,12.5,"57,302"
2405,SD,South Dakota,13.5,"53,263"
2406,SD,Aurora County,9.6,"50,392"
2407,SD,Beadle County,15.5,"47,592"
2408,SD,Bennett County,35.1,"40,529"
2409,SD,Bon Homme County,14.6,"48,900"
2410,SD,Brookings County,14.5,"55,749"
2411,SD,Brown County,10.2,"52,065"
2412,SD,Brule County,12.7,"50,604"
2413,SD,Buffalo County,36.8,"22,894"
2414,SD,Butte County,13.9,"43,572"
2415,SD,Campbell County,9.5,"49,569"
2416,SD,Charles Mix County,23.3,"41,005"
2417,SD,Clark County,12.6,"60,544"
2418,SD,Clay County,19.0,"43,902"
2419,SD,Codington County,10.8,"53,073"
2420,SD,Corson County,47.4,"31,621"
2421,SD,Custer County,10.7,"54,309"
2422,SD,Davison County,13.4,"47,591"
2423,SD,Day County,14.2,"45,131"
2424,SD,Deuel County,10.0,"54,087"
2425,SD,Dewey County,24.7,"38,337"
2426,SD,Douglas County,10.4,"51,915"
2427,SD,Edmunds County,10.7,"56,304"
2428,SD,Fall River County,14.6,"44,065"
2429,SD,Faulk County,12.9,"47,802"
2430,SD,Grant County,9.2,"51,251"
2431,SD,Gregory County,18.1,"36,150"
2432,SD,Haakon County,10.8,"50,221"
2433,SD,Hamlin County,9.0,"57,278"
2434,SD,Hand County,8.5,"52,718"
2435,SD,Hanson County,8.7,"59,508"
2436,SD,Harding County,10.2,"57,053"
2437,SD,Hughes County,10.8,"60,582"
2438,SD,Hutchinson County,12.3,"49,558"
2439,SD,Hyde County,11.1,"49,820"
2440,SD,Jackson County,32.5,"36,308"
2441,SD,Jerauld County,13.7,"49,054"
2442,SD,Jones County,13.5,"47,362"
2443,SD,Kingsbury County,9.5,"54,543"
2444,SD,Lake County,10.1,"55,300"
2445,SD,Lawrence County,12.9,"51,553"
2446,SD,Lincoln County,4.3,"77,540"
2447,SD,Lyman County,22.7,"39,527"
2448,SD,McCook County,9.5,"56,382"
2449,SD,McPherson County,15.7,"43,859"
2450,SD,Marshall County,12.3,"50,216"
2451,SD,Meade County,9.9,"55,515"
2452,SD,Mellette County,35.6,"34,241"
2453,SD,Miner County,10.8,"47,970"
2454,SD,Minnehaha County,12.2,"55,605"
2455,SD,Moody County,10.7,"54,729"
2456,SD,Oglala Lakota County,44.2,"30,391"
2457,SD,Pennington County,12.2,"52,217"
2458,SD,Perkins County,13.1,"44,132"
2459,SD,Potter County,10.0,"54,655"
2460,SD,Roberts County,20.0,"42,744"
2461,SD,Sanborn County,11.9,"49,638"
2462,SD,Spink County,12.1,"46,504"
2463,SD,Stanley County,8.3,"62,015"
2464,SD,Sully County,6.9,"58,230"
2465,SD,Todd County,44.0,"29,193"
2466,SD,Tripp County,17.7,"48,289"
2467,SD,Turner County,10.0,"54,134"
2468,SD,Union County,6.3,"74,439"
2469,SD,Walworth County,14.8,"44,480"
2470,SD,Yankton County,13.6,"48,991"
2471,SD,Ziebach County,47.1,"33,239"
2472,TN,Tennessee,16.7,"47,243"
2473,TN,Anderson County,19.7,"44,488"
2474,TN,Bedford County,17.0,"44,734"
2475,TN,Benton County,20.5,"36,201"
2476,TN,Bledsoe County,26.1,"39,730"
2477,TN,Blount County,13.1,"49,532"
2478,TN,Bradley County,18.1,"43,772"
2479,TN,Campbell County,26.2,"33,092"
2480,TN,Cannon County,16.4,"43,864"
2481,TN,Carroll County,21.1,"38,412"
2482,TN,Carter County,23.6,"35,053"
2483,TN,Cheatham County,10.6,"56,447"
2484,TN,Chester County,19.0,"43,452"
2485,TN,Claiborne County,21.6,"35,193"
2486,TN,Clay County,23.7,"32,750"
2487,TN,Cocke County,26.4,"31,355"
2488,TN,Coffee County,15.9,"44,452"
2489,TN,Crockett County,19.1,"38,474"
2490,TN,Cumberland County,16.7,"39,472"
2491,TN,Davidson County,17.1,"51,999"
2492,TN,Decatur County,19.4,"38,771"
2493,TN,DeKalb County,20.2,"43,804"
2494,TN,Dickson County,16.4,"47,621"
2495,TN,Dyer County,22.5,"43,391"
2496,TN,Fayette County,13.8,"56,710"
2497,TN,Fentress County,25.7,"31,824"
2498,TN,Franklin County,15.0,"47,286"
2499,TN,Gibson County,15.7,"40,789"
2500,TN,Giles County,16.1,"42,207"
2501,TN,Grainger County,18.7,"38,103"
2502,TN,Greene County,18.0,"36,309"
2503,TN,Grundy County,26.1,"33,595"
2504,TN,Hamblen County,19.0,"39,566"
2505,TN,Hamilton County,15.2,"48,943"
2506,TN,Hancock County,30.1,"27,987"
2507,TN,Hardeman County,24.2,"37,729"
2508,TN,Hardin County,22.7,"36,765"
2509,TN,Hawkins County,21.2,"38,708"
2510,TN,Haywood County,22.5,"35,216"
2511,TN,Henderson County,17.5,"41,328"
2512,TN,Henry County,19.1,"38,328"
2513,TN,Hickman County,20.4,"39,682"
2514,TN,Houston County,19.5,"39,999"
2515,TN,Humphreys County,15.9,"43,657"
2516,TN,Jackson County,23.6,"34,651"
2517,TN,Jefferson County,16.8,"42,669"
2518,TN,Johnson County,27.2,"33,402"
2519,TN,Knox County,15.6,"52,136"
2520,TN,Lake County,43.1,"29,908"
2521,TN,Lauderdale County,26.2,"34,715"
2522,TN,Lawrence County,18.9,"40,076"
2523,TN,Lewis County,17.9,"38,198"
2524,TN,Lincoln County,16.0,"43,694"
2525,TN,Loudon County,13.5,"52,787"
2526,TN,McMinn County,23.0,"39,207"
2527,TN,McNairy County,18.9,"37,337"
2528,TN,Macon County,18.5,"37,865"
2529,TN,Madison County,18.1,"46,694"
2530,TN,Marion County,19.0,"41,090"
2531,TN,Marshall County,13.8,"46,788"
2532,TN,Maury County,13.2,"50,868"
2533,TN,Meigs County,20.2,"41,061"
2534,TN,Monroe County,18.6,"37,867"
2535,TN,Montgomery County,13.4,"49,603"
2536,TN,Moore County,11.8,"52,911"
2537,TN,Morgan County,21.2,"46,067"
2538,TN,Obion County,19.5,"39,946"
2539,TN,Overton County,17.5,"36,316"
2540,TN,Perry County,22.3,"34,445"
2541,TN,Pickett County,18.9,"34,714"
2542,TN,Polk County,18.4,"38,923"
2543,TN,Putnam County,19.7,"40,629"
2544,TN,Rhea County,23.3,"39,863"
2545,TN,Roane County,17.6,"43,939"
2546,TN,Robertson County,12.3,"53,413"
2547,TN,Rutherford County,11.1,"60,022"
2548,TN,Scott County,25.5,"33,254"
2549,TN,Sequatchie County,18.7,"43,207"
2550,TN,Sevier County,14.6,"41,987"
2551,TN,Shelby County,20.2,"46,998"
2552,TN,Smith County,18.1,"44,556"
2553,TN,Stewart County,15.5,"44,266"
2554,TN,Sullivan County,16.4,"42,277"
2555,TN,Sumner County,10.1,"59,816"
2556,TN,Tipton County,14.4,"54,077"
2557,TN,Trousdale County,16.2,"47,531"
2558,TN,Unicoi County,19.2,"36,641"
2559,TN,Union County,23.9,"36,878"
