,state,county,poverty_percent_16,median_household_income_16
1930,NC,Alleghany County,20.6,"35,965"
1931,NC,Anson County,25.1,"35,809"
1932,NC,Ashe County,16.1,"39,709"
1933,NC,Avery County,19.7,"38,098"
1934,NC,Beaufort County,19.0,"41,431"
1935,NC,Bertie County,24.4,"33,809"
1936,NC,Bladen County,26.4,"33,621"
1937,NC,Brunswick County,13.8,"51,457"
1938,NC,Buncombe County,13.5,"50,538"
1939,NC,Burke County,17.7,"41,383"
1940,NC,Cabarrus County,11.0,"63,059"
1941,NC,Caldwell County,17.1,"39,166"
1942,NC,Camden County,8.7,"65,415"
1943,NC,Carteret County,12.3,"51,557"
1944,NC,Caswell County,19.7,"40,570"
1945,NC,Catawba County,12.7,"49,475"
1946,NC,Chatham County,11.7,"63,303"
1947,NC,Cherokee County,18.4,"37,237"
1948,NC,Chowan County,18.9,"41,151"
1949,NC,Clay County,15.3,"37,581"
1950,NC,Cleveland County,20.6,"38,654"
1951,NC,Columbus County,24.6,"35,290"
1952,NC,Craven County,15.3,"49,524"
1953,NC,Cumberland County,18.8,"45,286"
1954,NC,Currituck County,10.2,"57,570"
1955,NC,Dare County,10.9,"56,371"
1956,NC,Davidson County,15.4,"46,263"
1957,NC,Davie County,11.6,"54,189"
1958,NC,Duplin County,21.3,"38,771"
1959,NC,Durham County,16.1,"54,255"
1960,NC,Edgecombe County,23.9,"34,612"
1961,NC,Forsyth County,17.5,"48,987"
1962,NC,Franklin County,15.3,"49,484"
1963,NC,Gaston County,15.7,"48,874"
1964,NC,Gates County,15.2,"45,755"
1965,NC,Graham County,19.9,"35,763"
1966,NC,Granville County,15.2,"50,414"
1967,NC,Greene County,23.7,"39,738"
1968,NC,Guilford County,18.3,"47,754"
1969,NC,Halifax County,27.0,"33,044"
1970,NC,Harnett County,16.1,"51,106"
1971,NC,Haywood County,15.9,"45,290"
1972,NC,Henderson County,12.2,"53,638"
1973,NC,Hertford County,26.1,"35,424"
1974,NC,Hoke County,19.5,"46,004"
1975,NC,Hyde County,22.3,"37,881"
1976,NC,Iredell County,10.6,"56,325"
1977,NC,Jackson County,20.9,"44,004"
1978,NC,Johnston County,13.2,"55,174"
1979,NC,Jones County,21.5,"38,873"
1980,NC,Lee County,16.9,"46,723"
1981,NC,Lenoir County,20.6,"39,341"
1982,NC,Lincoln County,12.7,"50,714"
1983,NC,McDowell County,18.4,"41,443"
1984,NC,Macon County,16.4,"41,140"
1985,NC,Madison County,18.8,"40,765"
1986,NC,Martin County,22.5,"35,561"
1987,NC,Mecklenburg County,12.3,"63,197"
1988,NC,Mitchell County,16.4,"42,530"
1989,NC,Montgomery County,21.4,"40,371"
1990,NC,Moore County,11.4,"54,545"
1991,NC,Nash County,16.5,"47,403"
1992,NC,New Hanover County,17.3,"51,373"
1993,NC,Northampton County,22.4,"35,711"
1994,NC,Onslow County,13.7,"47,163"
1995,NC,Orange County,12.8,"65,299"
1996,NC,Pamlico County,18.5,"43,927"
1997,NC,Pasquotank County,17.0,"43,687"
1998,NC,Pender County,15.0,"50,437"
1999,NC,Perquimans County,16.9,"45,052"
2000,NC,Person County,15.4,"47,974"
2001,NC,Pitt County,21.5,"45,918"
2002,NC,Polk County,14.5,"47,185"
2003,NC,Randolph County,14.4,"45,939"
2004,NC,Richmond County,24.9,"35,367"
2005,NC,Robeson County,27.8,"34,439"
2006,NC,Rockingham County,18.1,"41,620"
2007,NC,Rowan County,16.5,"47,971"
2008,NC,Rutherford County,18.6,"38,699"
2009,NC,Sampson County,19.6,"41,477"
2010,NC,Scotland County,27.6,"35,138"
2011,NC,Stanly County,13.1,"49,106"
2012,NC,Stokes County,12.4,"48,148"
2013,NC,Surry County,17.0,"38,843"
2014,NC,Swain County,16.7,"38,996"
2015,NC,Transylvania County,16.6,"44,578"
2016,NC,Tyrrell County,27.3,"33,666"
2017,NC,Union County,9.0,"72,548"
2018,NC,Vance County,24.2,"34,717"
2019,NC,Wake County,9.2,"76,173"
2020,NC,Warren County,26.4,"36,285"
2021,NC,Washington County,26.1,"35,367"
2022,NC,Watauga County,24.3,"44,014"
2023,NC,Wayne County,20.6,"42,421"
2024,NC,Wilkes County,16.8,"41,640"
2025,NC,Wilson County,22.3,"41,352"
2026,NC,Yadkin County,14.0,"46,276"
2027,NC,Yancey County,19.1,"39,686"
2028,ND,North Dakota,10.5,"61,898"
2029,ND,Adams County,9.6,"48,596"
2030,ND,Barnes County,10.9,"53,704"
2031,ND,Benson County,29.4,"40,787"
2032,ND,Billings County,8.9,"71,697"
2033,ND,Bottineau County,11.1,"54,444"
2034,ND,Bowman County,8.2,"59,668"
2035,ND,Burke County,9.0,"63,787"
2036,ND,Burleigh County,7.2,"66,406"
2037,ND,Cass County,10.7,"59,711"
2038,ND,Cavalier County,9.7,"52,880"
2039,ND,Dickey County,10.9,"54,044"
2040,ND,Divide County,10.0,"60,315"
2041,ND,Dunn County,9.8,"67,375"
2042,ND,Eddy County,10.1,"55,196"
2043,ND,Emmons County,13.9,"44,646"
2044,ND,Foster County,8.9,"54,218"
2045,ND,Golden Valley County,9.8,"56,795"
2046,ND,Grand Forks County,13.9,"51,820"
2047,ND,Grant County,15.6,"39,822"
2048,ND,Griggs County,9.6,"49,350"
2049,ND,Hettinger County,10.5,"50,158"
2050,ND,Kidder County,12.6,"47,914"
2051,ND,LaMoure County,11.6,"52,563"
2052,ND,Logan County,12.7,"50,841"
2053,ND,McHenry County,10.9,"53,719"
2054,ND,McIntosh County,12.1,"42,950"
2055,ND,McKenzie County,7.9,"77,733"
2056,ND,McLean County,9.2,"60,684"
2057,ND,Mercer County,6.6,"80,072"
2058,ND,Morton County,8.9,"65,021"
2059,ND,Mountrail County,9.5,"63,736"
2060,ND,Nelson County,11.6,"45,233"
2061,ND,Oliver County,10.3,"65,920"
2062,ND,Pembina County,9.1,"59,244"
2063,ND,Pierce County,13.0,"44,291"
2064,ND,Ramsey County,14.1,"51,481"
2065,ND,Ransom County,8.1,"56,550"
2066,ND,Renville County,8.2,"57,392"
2067,ND,Richland County,10.2,"59,556"
2068,ND,Rolette County,26.7,"40,595"
2069,ND,Sargent County,7.7,"59,464"
2070,ND,Sheridan County,16.9,"38,977"
2071,ND,Sioux County,35.3,"33,550"
2072,ND,Slope County,11.3,"54,040"
2073,ND,Stark County,8.0,"78,604"
2074,ND,Steele County,8.3,"61,808"
2075,ND,Stutsman County,11.2,"53,769"
2076,ND,Towner County,10.7,"50,987"
2077,ND,Traill County,8.4,"55,068"
2078,ND,Walsh County,11.0,"51,481"
2079,ND,Ward County,8.8,"61,089"
2080,ND,Wells County,10.5,"51,677"
2081,ND,Williams County,6.8,"81,719"
2082,OH,Ohio,14.5,"52,357"
2083,OH,Adams County,20.2,"38,302"
2084,OH,Allen County,15.5,"47,924"
2085,OH,Ashland County,12.2,"50,612"
2086,OH,Ashtabula County,18.2,"43,668"
2087,OH,Athens County,28.8,"38,131"
2088,OH,Auglaize County,9.2,"59,543"
2089,OH,Belmont County,15.7,"45,661"
2090,OH,Brown County,16.7,"51,504"
2091,OH,Butler County,12.4,"63,094"
2092,OH,Carroll County,12.8,"48,616"
2093,OH,Champaign County,11.1,"56,203"
2094,OH,Clark County,15.7,"47,410"
2095,OH,Clermont County,10.6,"61,203"
2096,OH,Clinton County,13.4,"53,234"
2097,OH,Columbiana County,17.2,"46,873"
2098,OH,Coshocton County,12.7,"45,777"
2099,OH,Crawford County,13.9,"44,336"
2100,OH,Cuyahoga County,18.3,"46,703"
2101,OH,Darke County,10.7,"52,771"
2102,OH,Defiance County,10.4,"52,210"
2103,OH,Delaware County,4.7,"102,990"
2104,OH,Erie County,12.5,"51,354"
2105,OH,Fairfield County,9.7,"65,198"
2106,OH,Fayette County,16.0,"44,257"
2107,OH,Franklin County,16.6,"56,090"
2108,OH,Fulton County,8.9,"56,504"
2109,OH,Gallia County,20.6,"42,074"
2110,OH,Geauga County,5.8,"77,938"
2111,OH,Greene County,12.1,"62,751"
2112,OH,Guernsey County,18.6,"43,519"
2113,OH,Hamilton County,16.0,"53,344"
2114,OH,Hancock County,10.0,"56,406"
2115,OH,Hardin County,13.3,"46,969"
2116,OH,Harrison County,16.8,"44,274"
2117,OH,Henry County,8.3,"57,752"
2118,OH,Highland County,19.8,"44,729"
2119,OH,Hocking County,14.5,"47,799"
2120,OH,Holmes County,11.7,"58,783"
2121,OH,Huron County,12.2,"51,278"
2122,OH,Jackson County,18.1,"45,168"
2123,OH,Jefferson County,16.3,"43,558"
2124,OH,Knox County,12.7,"53,375"
2125,OH,Lake County,8.6,"61,946"
2126,OH,Lawrence County,17.9,"42,132"
2127,OH,Licking County,11.7,"58,902"
2128,OH,Logan County,12.2,"53,760"
2129,OH,Lorain County,12.4,"54,951"
2130,OH,Lucas County,19.8,"45,251"
2131,OH,Madison County,11.8,"60,039"
2132,OH,Mahoning County,18.7,"42,839"
2133,OH,Marion County,14.8,"44,783"
2134,OH,Medina County,6.5,"73,148"
2135,OH,Meigs County,21.1,"39,070"
2136,OH,Mercer County,8.2,"57,577"
2137,OH,Miami County,9.5,"59,591"
2138,OH,Monroe County,15.2,"44,062"
2139,OH,Montgomery County,18.2,"47,239"
2140,OH,Morgan County,18.7,"40,680"
2141,OH,Morrow County,12.2,"52,953"
2142,OH,Muskingum County,14.8,"44,871"
2143,OH,Noble County,15.1,"48,836"
2144,OH,Ottawa County,10.4,"56,569"
2145,OH,Paulding County,10.7,"51,020"
2146,OH,Perry County,17.0,"47,543"
2147,OH,Pickaway County,13.2,"60,051"
2148,OH,Pike County,20.5,"42,869"
2149,OH,Portage County,13.5,"52,947"
2150,OH,Preble County,11.0,"57,896"
2151,OH,Putnam County,8.3,"61,069"
2152,OH,Richland County,15.8,"44,835"
2153,OH,Ross County,18.6,"47,507"
2154,OH,Sandusky County,11.6,"52,452"
2155,OH,Scioto County,22.1,"39,245"
2156,OH,Seneca County,12.9,"49,546"
2157,OH,Shelby County,9.4,"59,604"
2158,OH,Stark County,13.2,"51,036"
2159,OH,Summit County,13.7,"52,226"
2160,OH,Trumbull County,17.6,"45,929"
2161,OH,Tuscarawas County,12.7,"50,273"
2162,OH,Union County,6.1,"78,796"
2163,OH,Van Wert County,8.9,"52,610"
2164,OH,Vinton County,20.8,"41,522"
2165,OH,Warren County,5.4,"81,543"
2166,OH,Washington County,13.7,"47,802"
2167,OH,Wayne County,11.9,"53,605"
2168,OH,Williams County,9.7,"50,770"
2169,OH,Wood County,11.4,"60,347"
2170,OH,Wyandot County,8.6,"55,590"
2171,OK,Oklahoma,16.1,"49,204"
2172,OK,Adair County,29.0,"33,632"
2173,OK,Alfalfa County,15.8,"53,695"
2174,OK,Atoka County,19.9,"36,766"
2175,OK,Beaver County,11.6,"53,493"
2176,OK,Beckham County,17.1,"47,407"
2177,OK,Blaine County,17.7,"44,229"
2178,OK,Bryan County,16.9,"39,219"
2179,OK,Caddo County,21.3,"40,296"
2180,OK,Canadian County,8.4,"68,291"
2181,OK,Carter County,16.4,"47,966"
2182,OK,Cherokee County,23.2,"36,297"
2183,OK,Choctaw County,26.8,"32,458"
2184,OK,Cimarron County,17.7,"44,000"
2185,OK,Cleveland County,12.4,"61,275"
2186,OK,Coal County,21.9,"41,111"
2187,OK,Comanche County,16.2,"48,493"
2188,OK,Cotton County,16.9,"43,019"
2189,OK,Craig County,17.5,"42,781"
2190,OK,Creek County,15.5,"45,630"
2191,OK,Custer County,18.0,"43,247"
2192,OK,Delaware County,17.7,"39,144"
2193,OK,Dewey County,13.2,"49,398"
2194,OK,Ellis County,13.0,"51,745"
2195,OK,Garfield County,14.6,"49,841"
2196,OK,Garvin County,17.5,"40,978"
2197,OK,Grady County,13.2,"55,552"
2198,OK,Grant County,13.3,"48,118"
2199,OK,Greer County,26.7,"35,231"
2200,OK,Harmon County,26.1,"36,703"
2201,OK,Harper County,10.6,"48,559"
2202,OK,Haskell County,21.1,"36,418"
2203,OK,Hughes County,24.7,"33,578"
2204,OK,Jackson County,19.2,"44,211"
2205,OK,Jefferson County,22.2,"37,105"
2206,OK,Johnston County,21.9,"38,080"
2207,OK,Kay County,16.6,"44,391"
2208,OK,Kingfisher County,10.4,"60,814"
2209,OK,Kiowa County,22.3,"36,069"
2210,OK,Latimer County,21.0,"35,942"
2211,OK,Le Flore County,21.6,"37,005"
2212,OK,Lincoln County,15.8,"44,914"
2213,OK,Logan County,14.5,"54,305"
2214,OK,Love County,13.9,"45,200"
2215,OK,McClain County,10.8,"61,730"
2216,OK,McCurtain County,25.7,"32,664"
2217,OK,McIntosh County,21.2,"36,903"
2218,OK,Major County,12.1,"51,607"
2219,OK,Marshall County,15.7,"41,669"
2220,OK,Mayes County,17.5,"45,922"
2221,OK,Murray County,13.4,"48,008"
2222,OK,Muskogee County,21.4,"40,581"
2223,OK,Noble County,13.4,"50,316"
2224,OK,Nowata County,17.4,"41,800"
2225,OK,Okfuskee County,25.1,"35,106"
2226,OK,Oklahoma County,16.3,"51,082"
2227,OK,Okmulgee County,20.7,"38,446"
2228,OK,Osage County,15.5,"46,074"
2229,OK,Ottawa County,19.1,"39,210"
2230,OK,Pawnee County,16.6,"44,619"
2231,OK,Payne County,25.1,"42,035"
2232,OK,Pittsburg County,14.4,"44,520"
2233,OK,Pontotoc County,16.3,"44,212"
2234,OK,Pottawatomie County,18.0,"42,453"
2235,OK,Pushmataha County,22.0,"34,222"
2236,OK,Roger Mills County,13.0,"54,629"
2237,OK,Rogers County,9.1,"62,622"
2238,OK,Seminole County,22.6,"36,671"
2239,OK,Sequoyah County,19.6,"39,629"
2240,OK,Stephens County,16.7,"44,505"
2241,OK,Texas County,13.9,"50,993"
2242,OK,Tillman County,23.6,"36,350"
2243,OK,Tulsa County,15.7,"51,476"
2244,OK,Wagoner County,11.3,"61,882"
2245,OK,Washington County,14.3,"52,283"
2246,OK,Washita County,16.0,"45,642"
2247,OK,Woods County,13.5,"50,441"
2248,OK,Woodward County,12.5,"57,403"
2249,OR,Oregon,13.4,"57,379"
2250,OR,Baker County,17.6,"42,177"
2251,OR,Benton County,18.4,"56,167"
2252,OR,Clackamas County,8.7,"74,460"
2253,OR,Clatsop County,12.9,"49,898"
2254,OR,Columbia County,11.0,"63,055"
2255,OR,Coos County,17.5,"41,403"
2256,OR,Crook County,14.2,"45,350"
2257,OR,Curry County,14.1,"40,682"
2258,OR,Deschutes County,10.6,"61,248"
2259,OR,Douglas County,15.6,"43,202"
2260,OR,Gilliam County,12.2,"45,728"
2261,OR,Grant County,16.0,"44,309"
2262,OR,Harney County,16.4,"41,846"
2263,OR,Hood River County,10.7,"53,941"
2264,OR,Jackson County,14.6,"48,538"
2265,OR,Jefferson County,17.3,"44,943"
2266,OR,Josephine County,18.0,"38,921"
2267,OR,Klamath County,19.0,"44,678"
2268,OR,Lake County,15.2,"40,095"
2269,OR,Lane County,18.3,"47,933"
2270,OR,Lincoln County,19.6,"41,791"
2271,OR,Linn County,13.1,"50,876"
2272,OR,Malheur County,22.9,"38,130"
2273,OR,Marion County,13.6,"55,954"
2274,OR,Morrow County,14.8,"53,588"
2275,OR,Multnomah County,14.2,"62,292"
2276,OR,Polk County,12.1,"55,218"
2277,OR,Sherman County,12.2,"57,216"
2278,OR,Tillamook County,12.9,"46,226"
2279,OR,Umatilla County,15.7,"49,667"
2280,OR,Union County,16.0,"47,309"
2281,OR,Wallowa County,14.6,"46,350"
2282,OR,Wasco County,14.2,"50,562"
2283,OR,Washington County,9.0,"75,577"
2284,OR,Wheeler County,19.6,"35,341"
2285,OR,Yamhill County,11.7,"60,643"
2286,PA,Pennsylvania,12.9,"56,897"
2287,PA,Adams County,9.4,"59,645"
2288,PA,Allegheny County,11.5,"56,099"
2289,PA,Armstrong County,13.8,"46,968"
2290,PA,Beaver County,9.7,"54,715"
2291,PA,Bedford County,13.7,"44,834"
2292,PA,Berks County,13.1,"59,205"
2293,PA,Blair County,13.6,"44,197"
2294,PA,Bradford County,11.5,"50,567"
2295,PA,Bucks County,6.6,"80,132"
2296,PA,Butler County,7.3,"66,277"
2297,PA,Cambria County,15.6,"43,614"
2298,PA,Cameron County,14.2,"39,069"
2299,PA,Carbon County,13.1,"51,021"
2300,PA,Centre County,17.0,"59,070"
2301,PA,Chester County,7.0,"92,551"
2302,PA,Clarion County,15.2,"44,670"
2303,PA,Clearfield County,14.1,"46,173"
2304,PA,Clinton County,17.8,"46,742"
2305,PA,Columbia County,13.5,"48,821"
2306,PA,Crawford County,14.4,"45,388"
2307,PA,Cumberland County,7.9,"64,116"
2308,PA,Dauphin County,11.3,"59,958"
2309,PA,Delaware County,10.8,"67,773"
2310,PA,Elk County,10.1,"49,274"
2311,PA,Erie County,15.7,"48,820"
2312,PA,Fayette County,17.5,"42,056"
2313,PA,Forest County,24.6,"38,819"
2314,PA,Franklin County,9.1,"59,474"
2315,PA,Fulton County,10.6,"47,450"
2316,PA,Greene County,15.7,"50,579"
2317,PA,Huntingdon County,13.6,"46,684"
2318,PA,Indiana County,20.0,"43,171"
2319,PA,Jefferson County,13.3,"42,670"
2320,PA,Juniata County,10.2,"49,506"
2321,PA,Lackawanna County,14.1,"47,398"
2322,PA,Lancaster County,10.7,"61,347"
2323,PA,Lawrence County,13.7,"46,727"
2324,PA,Lebanon County,9.9,"56,971"
2325,PA,Lehigh County,13.8,"60,243"
2326,PA,Luzerne County,14.6,"46,452"
2327,PA,Lycoming County,14.6,"48,962"
2328,PA,Mc Kean County,17.4,"43,082"
2329,PA,Mercer County,16.1,"49,187"
2330,PA,Mifflin County,14.7,"43,245"
2331,PA,Monroe County,12.0,"59,574"
2332,PA,Montgomery County,6.2,"84,156"
2333,PA,Montour County,11.2,"54,861"
2334,PA,Northampton County,9.3,"65,730"
2335,PA,Northumberland County,14.6,"46,783"
2336,PA,Perry County,9.1,"59,244"
2337,PA,Philadelphia County,25.3,"41,514"
2338,PA,Pike County,9.8,"60,082"
2339,PA,Potter County,14.0,"44,267"
2340,PA,Schuylkill County,12.8,"50,299"
2341,PA,Snyder County,12.7,"52,487"
2342,PA,Somerset County,14.1,"43,938"
2343,PA,Sullivan County,12.8,"43,426"
2344,PA,Susquehanna County,12.7,"47,518"
2345,PA,Tioga County,13.3,"49,004"
2346,PA,Union County,11.8,"57,013"
2347,PA,Venango County,14.6,"41,395"
2348,PA,Warren County,15.3,"43,896"
2349,PA,Washington County,9.7,"58,068"
2350,PA,Wayne County,13.7,"49,357"
2351,PA,Westmoreland County,9.8,"56,544"
2352,PA,Wyoming County,11.3,"55,836"
2353,PA,York County,9.8,"62,305"
2354,RI,Rhode Island,13.3,"60,046"
2355,RI,Bristol County,8.2,"70,697"
2356,RI,Kent County,9.6,"63,762"
2357,RI,Newport County,9.0,"72,776"
2358,RI,Providence County,15.8,"52,011"
2359,RI,Washington County,9.8,"77,000"
2360,SC,South Carolina,15.3,"49,587"
2361,SC,Abbeville County,15.3,"40,211"
2362,SC,Aiken County,17.0,"47,394"
2363,SC,Allendale County,38.2,"26,864"
2364,SC,Anderson County,15.4,"45,821"
2365,SC,Bamberg County,28.4,"32,245"
2366,SC,Barnwell County,22.6,"41,803"
2367,SC,Beaufort County,10.3,"65,354"
2368,SC,Berkeley County,12.3,"58,690"
2369,SC,Calhoun County,16.2,"41,786"
2370,SC,Charleston County,15.0,"56,564"
2371,SC,Cherokee County,18.6,"38,273"
2372,SC,Chester County,19.8,"39,972"
2373,SC,Chesterfield County,20.5,"39,869"
2374,SC,Clarendon County,24.9,"34,541"
2375,SC,Colleton County,23.4,"35,760"
2376,SC,Darlington County,21.1,"37,711"
2377,SC,Dillon County,25.6,"31,761"
2378,SC,Dorchester County,9.5,"58,167"
2379,SC,Edgefield County,17.7,"46,816"
2380,SC,Fairfield County,21.2,"36,715"
2381,SC,Florence County,18.3,"45,044"
2382,SC,Georgetown County,15.2,"47,842"
2383,SC,Greenville County,10.9,"55,452"
2384,SC,Greenwood County,21.7,"40,599"
2385,SC,Hampton County,22.3,"35,667"
2386,SC,Horry County,15.0,"45,608"
2387,SC,Jasper County,20.7,"41,902"
2388,SC,Kershaw County,15.6,"48,824"
2389,SC,Lancaster County,13.0,"53,421"
2390,SC,Laurens County,18.2,"43,191"
2391,SC,Lee County,27.7,"32,015"
2392,SC,Lexington County,11.7,"57,623"
2393,SC,McCormick County,18.1,"43,262"
2394,SC,Marion County,25.2,"31,556"
2395,SC,Marlboro County,28.1,"32,991"
2396,SC,Newberry County,18.9,"42,128"
2397,SC,Oconee County,14.6,"46,996"
2398,SC,Orangeburg County,22.7,"34,557"
2399,SC,Pickens County,14.9,"46,154"
2400,SC,Richland County,16.4,"51,973"
2401,SC,Saluda County,16.7,"43,685"
2402,SC,Spartanburg County,15.6,"47,706"
2403,SC,Sumter County,20.4,"41,205"
2404,SC,Union County,21.2,"39,119"
2405,SC,Williamsburg County,29.8,"28,314"
2406,SC,York County,10.7,"61,044"
2407,SD,South Dakota,12.9,"54,926"
2408,SD,Aurora County,10.4,"50,482"
2409,SD,Beadle County,14.0,"48,716"
2410,SD,Bennett County,33.8,"33,973"
2411,SD,Bon Homme County,14.6,"48,889"
2412,SD,Brookings County,14.0,"58,591"
2413,SD,Brown County,10.6,"53,039"
2414,SD,Brule County,12.7,"49,724"
2415,SD,Buffalo County,39.5,"22,500"
2416,SD,Butte County,13.9,"44,052"
2417,SD,Campbell County,9.6,"47,592"
2418,SD,Charles Mix County,21.7,"41,888"
2419,SD,Clark County,11.6,"45,997"
2420,SD,Clay County,20.0,"42,171"
2421,SD,Codington County,11.8,"50,355"
2422,SD,Corson County,39.1,"31,267"
2423,SD,Custer County,10.6,"51,223"
2424,SD,Davison County,10.8,"50,238"
2425,SD,Day County,14.0,"43,602"
2426,SD,Deuel County,9.8,"53,517"
2427,SD,Dewey County,27.5,"38,540"
2428,SD,Douglas County,11.0,"48,475"
2429,SD,Edmunds County,10.1,"55,477"
2430,SD,Fall River County,12.9,"44,440"
2431,SD,Faulk County,13.8,"47,756"
2432,SD,Grant County,9.9,"55,118"
2433,SD,Gregory County,15.9,"38,338"
2434,SD,Haakon County,11.2,"47,596"
2435,SD,Hamlin County,9.5,"57,575"
2436,SD,Hand County,9.0,"52,592"
2437,SD,Hanson County,8.8,"61,242"
2438,SD,Harding County,11.4,"53,080"
2439,SD,Hughes County,8.5,"63,468"
2440,SD,Hutchinson County,12.7,"51,786"
2441,SD,Hyde County,9.3,"51,053"
2442,SD,Jackson County,30.7,"33,881"
2443,SD,Jerauld County,12.6,"47,468"
2444,SD,Jones County,13.0,"45,485"
2445,SD,Kingsbury County,9.4,"49,653"
2446,SD,Lake County,8.6,"57,473"
2447,SD,Lawrence County,11.9,"50,488"
2448,SD,Lincoln County,3.7,"84,610"
2449,SD,Lyman County,22.3,"42,682"
2450,SD,McCook County,10.0,"58,975"
2451,SD,McPherson County,15.1,"41,253"
2452,SD,Marshall County,11.0,"54,019"
2453,SD,Meade County,9.9,"54,976"
2454,SD,Mellette County,33.0,"33,173"
2455,SD,Miner County,12.2,"46,744"
2456,SD,Minnehaha County,9.9,"60,244"
2457,SD,Moody County,10.5,"55,731"
2458,SD,Oglala Lakota County,40.7,"30,086"
2459,SD,Pennington County,14.5,"51,508"
2460,SD,Perkins County,12.7,"46,868"
2461,SD,Potter County,9.8,"54,227"
2462,SD,Roberts County,17.9,"43,811"
2463,SD,Sanborn County,11.7,"51,157"
2464,SD,Spink County,11.0,"49,463"
2465,SD,Stanley County,7.9,"66,006"
2466,SD,Sully County,7.2,"54,593"
2467,SD,Todd County,48.6,"29,108"
2468,SD,Tripp County,17.3,"45,288"
2469,SD,Turner County,9.2,"58,802"
2470,SD,Union County,6.6,"74,857"
2471,SD,Walworth County,14.8,"47,834"
2472,SD,Yankton County,11.8,"54,665"
2473,SD,Ziebach County,43.7,"30,798"
2474,TN,Tennessee,15.8,"48,506"
2475,TN,Anderson County,14.4,"46,731"
2476,TN,Bedford County,14.7,"47,295"
2477,TN,Benton County,17.9,"35,723"
2478,TN,Bledsoe County,23.8,"37,530"
2479,TN,Blount County,11.4,"51,233"
2480,TN,Bradley County,14.2,"45,326"
2481,TN,Campbell County,24.1,"34,997"
2482,TN,Cannon County,15.5,"45,097"
2483,TN,Carroll County,18.3,"40,392"
2484,TN,Carter County,21.5,"33,382"
2485,TN,Cheatham County,11.1,"58,555"
2486,TN,Chester County,16.0,"44,567"
2487,TN,Claiborne County,25.4,"33,437"
2488,TN,Clay County,22.0,"30,976"
2489,TN,Cocke County,24.2,"31,965"
2490,TN,Coffee County,14.3,"47,884"
2491,TN,Crockett County,17.6,"41,447"
2492,TN,Cumberland County,15.3,"43,504"
2493,TN,Davidson County,15.1,"54,666"
2494,TN,Decatur County,18.8,"38,246"
2495,TN,DeKalb County,19.8,"40,869"
2496,TN,Dickson County,13.5,"52,144"
2497,TN,Dyer County,20.0,"40,163"
2498,TN,Fayette County,14.5,"56,724"
2499,TN,Fentress County,21.4,"32,352"
2500,TN,Franklin County,15.5,"47,562"
2501,TN,Gibson County,16.9,"38,605"
2502,TN,Giles County,16.7,"43,238"
2503,TN,Grainger County,20.0,"39,752"
2504,TN,Greene County,17.0,"40,855"
2505,TN,Grundy County,22.6,"32,453"
2506,TN,Hamblen County,18.5,"42,047"
2507,TN,Hamilton County,13.5,"48,690"
2508,TN,Hancock County,30.9,"28,228"
2509,TN,Hardeman County,25.2,"36,653"
2510,TN,Hardin County,21.5,"37,039"
2511,TN,Hawkins County,19.2,"38,958"
2512,TN,Haywood County,20.0,"35,672"
2513,TN,Henderson County,17.4,"42,821"
2514,TN,Henry County,19.5,"38,721"
2515,TN,Hickman County,20.7,"41,406"
2516,TN,Houston County,17.8,"40,777"
2517,TN,Humphreys County,18.4,"44,000"
2518,TN,Jackson County,21.9,"34,117"
2519,TN,Jefferson County,15.7,"45,490"
2520,TN,Johnson County,25.4,"33,639"
2521,TN,Knox County,14.8,"52,174"
2522,TN,Lake County,42.7,"30,078"
2523,TN,Lauderdale County,24.9,"38,479"
2524,TN,Lawrence County,16.7,"41,370"
2525,TN,Lewis County,18.5,"38,074"
2526,TN,Lincoln County,16.7,"43,464"
2527,TN,Loudon County,10.6,"56,774"
2528,TN,McMinn County,16.9,"40,897"
2529,TN,McNairy County,22.0,"37,574"
2530,TN,Macon County,17.9,"34,203"
2531,TN,Madison County,19.0,"43,037"
2532,TN,Marion County,18.3,"42,348"
2533,TN,Marshall County,13.2,"50,014"
2534,TN,Maury County,11.5,"51,202"
2535,TN,Meigs County,18.3,"40,238"
2536,TN,Monroe County,19.3,"38,265"
2537,TN,Montgomery County,12.9,"55,351"
2538,TN,Moore County,10.9,"54,922"
2539,TN,Morgan County,22.7,"38,069"
2540,TN,Obion County,18.6,"37,437"
2541,TN,Overton County,18.7,"35,273"
2542,TN,Perry County,22.1,"35,140"
2543,TN,Pickett County,17.0,"36,595"
2544,TN,Polk County,16.2,"41,984"
2545,TN,Putnam County,19.2,"40,479"
2546,TN,Rhea County,18.2,"42,137"
2547,TN,Roane County,14.2,"47,088"
2548,TN,Robertson County,10.3,"58,487"
2549,TN,Rutherford County,10.3,"61,232"
2550,TN,Scott County,22.0,"34,196"
2551,TN,Sequatchie County,17.7,"43,367"
2552,TN,Sevier County,15.1,"45,251"
2553,TN,Shelby County,20.8,"47,639"
2554,TN,Smith County,14.6,"46,977"
2555,TN,Stewart County,16.4,"44,605"
2556,TN,Sullivan County,16.4,"43,211"
2557,TN,Sumner County,9.7,"61,134"
2558,TN,Tipton County,16.1,"54,748"
2559,TN,Trousdale County,15.3,"44,971"
2560,TN,Unicoi County,17.3,"39,755"
2561,TN,Union County,22.2,"37,955"
2562,TN,Van Buren County,19.1,"38,123"
2563,TN,Warren County,19.4,"37,682"
2564,TN,Washington County,14.8,"46,316"
