,state,county,poverty_percent_16,median_household_income_16
657,IL,Kane County,10.5,"73,684"
658,IL,Kankakee County,14.2,"54,624"
659,IL,Kendall County,4.6,"91,952"
660,IL,Knox County,17.1,"43,277"
661,IL,Lake County,8.7,"83,344"
662,IL,La Salle County,13.3,"56,543"
663,IL,Lawrence County,18.6,"44,774"
664,IL,Lee County,13.3,"55,563"
665,IL,Livingston County,14.3,"54,339"
666,IL,Logan County,13.7,"53,052"
667,IL,McDonough County,20.2,"44,460"
668,IL,McHenry County,7.3,"81,570"
669,IL,McLean County,12.6,"64,271"
670,IL,Macon County,17.3,"47,786"
671,IL,Macoupin County,13.3,"52,483"
672,IL,Madison County,13.3,"56,297"
673,IL,Marion County,15.8,"45,698"
674,IL,Marshall County,9.8,"54,807"
675,IL,Mason County,15.1,"46,962"
676,IL,Massac County,20.6,"42,833"
677,IL,Menard County,9.7,"62,966"
678,IL,Mercer County,10.2,"56,661"
679,IL,Monroe County,4.8,"83,139"
680,IL,Montgomery County,16.0,"46,997"
681,IL,Morgan County,15.7,"48,600"
682,IL,Moultrie County,10.0,"57,447"
683,IL,Ogle County,10.2,"58,812"
684,IL,Peoria County,15.2,"52,380"
685,IL,Perry County,15.6,"48,423"
686,IL,Piatt County,6.8,"65,797"
687,IL,Pike County,16.4,"41,671"
688,IL,Pope County,18.2,"42,917"
689,IL,Pulaski County,21.1,"35,875"
690,IL,Putnam County,8.0,"65,902"
691,IL,Randolph County,13.7,"50,681"
692,IL,Richland County,14.4,"46,497"
693,IL,Rock Island County,15.6,"50,952"
694,IL,St. Clair County,15.4,"50,598"
695,IL,Saline County,20.4,"40,690"
696,IL,Sangamon County,13.8,"55,090"
697,IL,Schuyler County,12.1,"49,566"
698,IL,Scott County,11.5,"52,386"
699,IL,Shelby County,11.7,"51,069"
700,IL,Stark County,11.5,"56,414"
701,IL,Stephenson County,15.4,"45,863"
702,IL,Tazewell County,8.8,"60,590"
703,IL,Union County,17.4,"45,476"
704,IL,Vermilion County,20.2,"45,247"
705,IL,Wabash County,13.5,"50,195"
706,IL,Warren County,13.6,"48,346"
707,IL,Washington County,9.3,"58,587"
708,IL,Wayne County,13.9,"45,583"
709,IL,White County,16.2,"44,874"
710,IL,Whiteside County,11.9,"51,567"
711,IL,Will County,7.2,"81,640"
712,IL,Williamson County,15.9,"48,112"
713,IL,Winnebago County,15.6,"50,296"
714,IL,Woodford County,6.6,"73,055"
715,IN,Indiana,14.0,"52,289"
716,IN,Adams County,15.2,"51,517"
717,IN,Allen County,15.0,"51,329"
718,IN,Bartholomew County,11.7,"59,765"
719,IN,Benton County,11.5,"47,218"
720,IN,Blackford County,12.8,"42,588"
721,IN,Boone County,7.0,"80,634"
722,IN,Brown County,10.9,"56,323"
723,IN,Carroll County,10.3,"55,708"
724,IN,Cass County,12.5,"46,287"
725,IN,Clark County,10.5,"51,837"
726,IN,Clay County,14.2,"50,185"
727,IN,Clinton County,13.7,"53,862"
728,IN,Crawford County,17.2,"46,210"
729,IN,Daviess County,14.2,"49,237"
730,IN,Dearborn County,8.2,"63,876"
731,IN,Decatur County,11.5,"51,999"
732,IN,De Kalb County,9.0,"52,599"
733,IN,Delaware County,21.6,"41,404"
734,IN,Dubois County,6.6,"62,852"
735,IN,Elkhart County,13.2,"54,582"
736,IN,Fayette County,17.8,"44,673"
737,IN,Floyd County,10.3,"58,703"
738,IN,Fountain County,13.2,"43,571"
739,IN,Franklin County,10.7,"57,674"
740,IN,Fulton County,12.5,"46,662"
741,IN,Gibson County,10.8,"54,690"
742,IN,Grant County,20.3,"40,177"
743,IN,Greene County,16.1,"46,019"
744,IN,Hamilton County,4.8,"92,406"
745,IN,Hancock County,7.3,"70,655"
746,IN,Harrison County,10.2,"57,573"
747,IN,Hendricks County,5.8,"78,464"
748,IN,Henry County,16.2,"45,356"
749,IN,Howard County,14.8,"49,204"
750,IN,Huntington County,11.1,"50,138"
751,IN,Jackson County,13.1,"51,871"
752,IN,Jasper County,9.4,"56,034"
753,IN,Jay County,13.9,"46,949"
754,IN,Jefferson County,13.4,"51,534"
755,IN,Jennings County,12.7,"50,425"
756,IN,Johnson County,7.6,"67,215"
757,IN,Knox County,17.0,"43,897"
758,IN,Kosciusko County,10.4,"56,010"
759,IN,Lagrange County,10.0,"60,402"
760,IN,Lake County,16.6,"53,600"
761,IN,La Porte County,15.7,"52,763"
762,IN,Lawrence County,13.7,"47,997"
763,IN,Madison County,17.5,"45,853"
764,IN,Marion County,18.9,"45,300"
765,IN,Marshall County,12.0,"53,767"
766,IN,Martin County,12.4,"51,008"
767,IN,Miami County,15.7,"47,650"
768,IN,Monroe County,23.8,"44,442"
769,IN,Montgomery County,11.3,"51,527"
770,IN,Morgan County,10.5,"60,482"
771,IN,Newton County,12.2,"51,183"
772,IN,Noble County,11.4,"52,318"
773,IN,Ohio County,10.1,"54,422"
774,IN,Orange County,16.3,"41,077"
775,IN,Owen County,13.8,"46,069"
776,IN,Parke County,16.3,"47,599"
777,IN,Perry County,14.9,"48,905"
778,IN,Pike County,11.4,"49,578"
779,IN,Porter County,7.8,"67,302"
780,IN,Posey County,8.7,"61,619"
781,IN,Pulaski County,11.5,"47,243"
782,IN,Putnam County,12.6,"50,896"
783,IN,Randolph County,15.4,"46,750"
784,IN,Ripley County,12.2,"55,129"
785,IN,Rush County,13.9,"50,412"
786,IN,St. Joseph County,16.2,"48,960"
787,IN,Scott County,15.8,"47,738"
788,IN,Shelby County,12.3,"53,019"
789,IN,Spencer County,9.1,"58,217"
790,IN,Starke County,16.1,"46,602"
791,IN,Steuben County,10.7,"54,071"
792,IN,Sullivan County,14.2,"46,706"
793,IN,Switzerland County,17.2,"45,337"
794,IN,Tippecanoe County,17.6,"51,385"
795,IN,Tipton County,8.5,"60,756"
796,IN,Union County,12.8,"46,862"
797,IN,Vanderburgh County,17.4,"46,750"
798,IN,Vermillion County,13.3,"51,425"
799,IN,Vigo County,17.8,"43,560"
800,IN,Wabash County,11.5,"51,561"
801,IN,Warren County,9.1,"55,466"
802,IN,Warrick County,7.5,"65,809"
803,IN,Washington County,14.3,"48,939"
804,IN,Wayne County,17.0,"42,983"
805,IN,Wells County,9.7,"56,054"
806,IN,White County,10.9,"47,439"
807,IN,Whitley County,9.0,"54,873"
808,IA,Iowa,11.7,"56,354"
809,IA,Adair County,10.7,"53,416"
810,IA,Adams County,12.3,"46,939"
811,IA,Allamakee County,13.2,"49,439"
812,IA,Appanoose County,18.7,"39,124"
813,IA,Audubon County,11.1,"49,560"
814,IA,Benton County,7.8,"63,069"
815,IA,Black Hawk County,16.1,"50,887"
816,IA,Boone County,9.2,"60,421"
817,IA,Bremer County,6.7,"65,733"
818,IA,Buchanan County,10.1,"57,228"
819,IA,Buena Vista County,12.1,"52,344"
820,IA,Butler County,9.8,"54,970"
821,IA,Calhoun County,12.4,"50,767"
822,IA,Carroll County,8.8,"56,292"
823,IA,Cass County,12.8,"47,897"
824,IA,Cedar County,6.6,"63,672"
825,IA,Cerro Gordo County,11.7,"53,109"
826,IA,Cherokee County,10.9,"53,534"
827,IA,Chickasaw County,10.9,"49,197"
828,IA,Clarke County,11.6,"47,753"
829,IA,Clay County,9.1,"53,549"
830,IA,Clayton County,9.9,"53,809"
831,IA,Clinton County,13.5,"49,850"
832,IA,Crawford County,14.1,"51,473"
833,IA,Dallas County,4.9,"82,123"
834,IA,Davis County,12.9,"49,636"
835,IA,Decatur County,20.0,"36,808"
836,IA,Delaware County,9.5,"56,747"
837,IA,Des Moines County,16.1,"48,991"
838,IA,Dickinson County,7.8,"58,019"
839,IA,Dubuque County,10.5,"59,403"
840,IA,Emmet County,10.9,"48,035"
841,IA,Fayette County,12.8,"52,192"
842,IA,Floyd County,12.9,"49,771"
843,IA,Franklin County,11.6,"52,860"
844,IA,Fremont County,11.6,"53,861"
845,IA,Greene County,11.2,"48,769"
846,IA,Grundy County,6.3,"64,146"
847,IA,Guthrie County,9.9,"55,531"
848,IA,Hamilton County,9.3,"58,920"
849,IA,Hancock County,8.8,"57,222"
850,IA,Hardin County,11.0,"50,616"
851,IA,Harrison County,10.9,"55,325"
852,IA,Henry County,12.4,"50,684"
853,IA,Howard County,9.8,"49,916"
854,IA,Humboldt County,10.0,"54,315"
855,IA,Ida County,10.2,"53,300"
856,IA,Iowa County,7.2,"57,771"
857,IA,Jackson County,13.0,"49,769"
858,IA,Jasper County,10.1,"53,829"
859,IA,Jefferson County,14.0,"46,617"
860,IA,Johnson County,17.0,"58,904"
861,IA,Jones County,10.5,"55,210"
862,IA,Keokuk County,12.0,"49,898"
863,IA,Kossuth County,11.4,"55,129"
864,IA,Lee County,14.0,"49,654"
865,IA,Linn County,10.0,"64,625"
866,IA,Louisa County,11.4,"52,271"
867,IA,Lucas County,14.9,"55,871"
868,IA,Lyon County,7.3,"62,496"
869,IA,Madison County,7.8,"64,776"
870,IA,Mahaska County,12.3,"51,839"
871,IA,Marion County,8.5,"61,098"
872,IA,Marshall County,12.2,"53,645"
873,IA,Mills County,8.8,"75,550"
874,IA,Mitchell County,10.1,"55,129"
875,IA,Monona County,12.8,"47,371"
876,IA,Monroe County,12.5,"49,402"
877,IA,Montgomery County,12.9,"47,197"
878,IA,Muscatine County,10.8,"57,583"
879,IA,O'Brien County,10.1,"50,607"
880,IA,Osceola County,10.5,"55,375"
881,IA,Page County,14.7,"49,507"
882,IA,Palo Alto County,10.3,"50,642"
883,IA,Plymouth County,8.4,"66,070"
884,IA,Pocahontas County,11.8,"51,260"
885,IA,Polk County,10.9,"64,169"
886,IA,Pottawattamie County,10.3,"55,442"
887,IA,Poweshiek County,11.0,"52,408"
888,IA,Ringgold County,14.3,"47,638"
889,IA,Sac County,11.6,"54,660"
890,IA,Scott County,13.4,"56,208"
891,IA,Shelby County,9.0,"59,121"
892,IA,Sioux County,7.3,"66,605"
893,IA,Story County,19.2,"55,561"
894,IA,Tama County,12.1,"50,468"
895,IA,Taylor County,12.3,"50,695"
896,IA,Union County,13.2,"47,422"
897,IA,Van Buren County,14.5,"44,875"
898,IA,Wapello County,16.6,"41,312"
899,IA,Warren County,6.8,"74,031"
900,IA,Washington County,9.9,"57,315"
901,IA,Wayne County,17.9,"41,118"
902,IA,Webster County,14.3,"48,013"
903,IA,Winnebago County,10.5,"52,953"
904,IA,Winneshiek County,9.4,"62,115"
905,IA,Woodbury County,13.3,"51,877"
906,IA,Worth County,8.9,"54,628"
907,IA,Wright County,12.6,"47,815"
908,KS,Kansas,12.2,"54,828"
909,KS,Allen County,15.5,"41,950"
910,KS,Anderson County,12.9,"49,215"
911,KS,Atchison County,15.8,"49,826"
912,KS,Barber County,12.0,"47,540"
913,KS,Barton County,13.9,"47,194"
914,KS,Bourbon County,17.4,"44,424"
915,KS,Brown County,13.3,"43,960"
916,KS,Butler County,8.9,"60,836"
917,KS,Chase County,11.4,"44,940"
918,KS,Chautauqua County,17.5,"40,859"
919,KS,Cherokee County,15.8,"41,140"
920,KS,Cheyenne County,11.2,"42,649"
921,KS,Clark County,11.5,"51,280"
922,KS,Clay County,10.3,"50,291"
923,KS,Cloud County,13.2,"42,431"
924,KS,Coffey County,10.4,"57,224"
925,KS,Comanche County,11.7,"44,898"
926,KS,Cowley County,14.0,"45,907"
927,KS,Crawford County,22.3,"39,521"
928,KS,Decatur County,14.8,"41,095"
929,KS,Dickinson County,11.1,"50,268"
930,KS,Doniphan County,13.7,"47,320"
931,KS,Douglas County,15.8,"55,446"
932,KS,Edwards County,11.2,"46,825"
933,KS,Elk County,17.9,"40,227"
934,KS,Ellis County,12.4,"52,265"
935,KS,Ellsworth County,10.2,"50,403"
936,KS,Finney County,14.3,"51,812"
937,KS,Ford County,13.4,"47,175"
938,KS,Franklin County,11.9,"50,155"
939,KS,Geary County,11.6,"46,326"
940,KS,Gove County,10.4,"51,445"
941,KS,Graham County,12.3,"42,224"
942,KS,Grant County,12.0,"58,620"
943,KS,Gray County,8.2,"64,274"
944,KS,Greeley County,11.7,"47,620"
945,KS,Greenwood County,14.8,"40,518"
946,KS,Hamilton County,13.5,"49,932"
947,KS,Harper County,14.6,"42,023"
948,KS,Harvey County,10.5,"56,848"
949,KS,Haskell County,10.1,"50,514"
950,KS,Hodgeman County,9.9,"51,244"
951,KS,Jackson County,8.9,"57,869"
952,KS,Jefferson County,9.5,"62,285"
953,KS,Jewell County,12.7,"40,940"
954,KS,Johnson County,5.6,"80,872"
955,KS,Kearny County,11.6,"59,254"
956,KS,Kingman County,10.7,"59,721"
957,KS,Kiowa County,13.0,"42,976"
958,KS,Labette County,20.8,"41,103"
959,KS,Lane County,10.1,"56,677"
960,KS,Leavenworth County,8.8,"67,558"
961,KS,Lincoln County,12.4,"42,092"
962,KS,Linn County,16.6,"44,391"
963,KS,Logan County,9.9,"48,453"
964,KS,Lyon County,16.3,"43,600"
965,KS,McPherson County,9.7,"56,488"
966,KS,Marion County,11.2,"51,569"
967,KS,Marshall County,10.3,"48,687"
968,KS,Meade County,10.9,"57,187"
969,KS,Miami County,8.2,"67,651"
970,KS,Mitchell County,11.9,"49,552"
971,KS,Montgomery County,18.9,"41,281"
972,KS,Morris County,11.8,"48,093"
973,KS,Morton County,12.4,"49,717"
974,KS,Nemaha County,9.3,"55,324"
975,KS,Neosho County,16.4,"42,441"
976,KS,Ness County,11.3,"46,439"
977,KS,Norton County,13.7,"45,845"
978,KS,Osage County,10.9,"54,760"
979,KS,Osborne County,14.2,"41,967"
980,KS,Ottawa County,10.7,"52,808"
981,KS,Pawnee County,14.7,"46,961"
982,KS,Phillips County,12.6,"49,386"
983,KS,Pottawatomie County,8.2,"64,704"
984,KS,Pratt County,11.4,"51,419"
985,KS,Rawlins County,12.4,"47,377"
986,KS,Reno County,14.7,"46,208"
987,KS,Republic County,11.4,"43,921"
988,KS,Rice County,12.8,"47,737"
989,KS,Riley County,18.2,"49,901"
990,KS,Rooks County,11.9,"45,268"
991,KS,Rush County,12.0,"45,281"
992,KS,Russell County,14.5,"43,857"
993,KS,Saline County,12.0,"48,748"
994,KS,Scott County,7.5,"60,540"
995,KS,Sedgwick County,14.9,"52,612"
996,KS,Seward County,13.6,"48,648"
997,KS,Shawnee County,10.9,"55,387"
998,KS,Sheridan County,11.5,"49,860"
999,KS,Sherman County,14.4,"48,456"
1000,KS,Smith County,14.2,"40,006"
1001,KS,Stafford County,13.3,"46,104"
1002,KS,Stanton County,10.9,"58,135"
1003,KS,Stevens County,10.0,"57,432"
1004,KS,Sumner County,13.5,"52,186"
1005,KS,Thomas County,10.5,"53,816"
1006,KS,Trego County,11.0,"46,756"
1007,KS,Wabaunsee County,8.1,"61,502"
1008,KS,Wallace County,12.1,"47,844"
1009,KS,Washington County,10.8,"45,077"
1010,KS,Wichita County,11.7,"55,336"
1011,KS,Wilson County,16.4,"43,134"
1012,KS,Woodson County,18.4,"35,417"
1013,KS,Wyandotte County,19.4,"43,396"
1014,KY,Kentucky,18.2,"46,610"
1015,KY,Adair County,26.1,"33,925"
1016,KY,Allen County,18.6,"41,368"
1017,KY,Anderson County,10.6,"57,448"
1018,KY,Ballard County,16.2,"45,074"
1019,KY,Barren County,21.8,"40,274"
1020,KY,Bath County,24.9,"36,468"
1021,KY,Bell County,38.7,"26,014"
1022,KY,Boone County,7.6,"72,942"
1023,KY,Bourbon County,17.6,"46,231"
1024,KY,Boyd County,18.2,"44,569"
1025,KY,Boyle County,17.1,"44,834"
1026,KY,Bracken County,16.7,"47,182"
1027,KY,Breathitt County,34.3,"26,659"
1028,KY,Breckinridge County,17.3,"43,053"
1029,KY,Bullitt County,10.4,"63,570"
1030,KY,Butler County,17.8,"41,701"
1031,KY,Caldwell County,20.4,"40,327"
1032,KY,Calloway County,21.2,"39,438"
1033,KY,Campbell County,12.5,"61,490"
1034,KY,Carlisle County,14.5,"45,362"
1035,KY,Carroll County,20.8,"47,726"
1036,KY,Carter County,22.6,"37,406"
1037,KY,Casey County,27.8,"29,417"
1038,KY,Christian County,20.8,"41,081"
1039,KY,Clark County,15.9,"48,474"
1040,KY,Clay County,42.1,"24,901"
1041,KY,Clinton County,25.3,"29,582"
1042,KY,Crittenden County,18.6,"40,656"
1043,KY,Cumberland County,25.3,"30,771"
1044,KY,Daviess County,16.4,"51,153"
1045,KY,Edmonson County,22.3,"38,395"
1046,KY,Elliott County,30.7,"33,335"
1047,KY,Estill County,27.3,"33,839"
1048,KY,Fayette County,17.9,"53,288"
1049,KY,Fleming County,21.2,"38,860"
1050,KY,Floyd County,30.4,"31,295"
1051,KY,Franklin County,13.7,"52,395"
1052,KY,Fulton County,30.0,"30,605"
1053,KY,Gallatin County,14.5,"49,945"
1054,KY,Garrard County,16.3,"46,967"
1055,KY,Grant County,15.6,"49,312"
1056,KY,Graves County,20.7,"41,705"
1057,KY,Grayson County,22.1,"38,418"
1058,KY,Green County,20.4,"36,246"
1059,KY,Greenup County,17.4,"46,815"
1060,KY,Hancock County,12.6,"56,823"
1061,KY,Hardin County,13.8,"52,040"
1062,KY,Harlan County,37.1,"25,240"
1063,KY,Harrison County,15.3,"49,615"
1064,KY,Hart County,21.8,"36,628"
1065,KY,Henderson County,17.1,"46,936"
1066,KY,Henry County,18.5,"51,774"
1067,KY,Hickman County,20.1,"39,859"
1068,KY,Hopkins County,18.3,"43,590"
1069,KY,Jackson County,31.9,"30,798"
1070,KY,Jefferson County,14.9,"52,008"
1071,KY,Jessamine County,15.9,"55,047"
1072,KY,Johnson County,25.9,"35,408"
1073,KY,Kenton County,12.6,"61,798"
1074,KY,Knott County,38.2,"29,786"
1075,KY,Knox County,39.2,"27,432"
1076,KY,Larue County,16.9,"44,522"
1077,KY,Laurel County,23.2,"38,323"
1078,KY,Lawrence County,27.1,"33,757"
1079,KY,Lee County,39.0,"25,372"
1080,KY,Leslie County,31.8,"28,595"
1081,KY,Letcher County,31.6,"29,308"
1082,KY,Lewis County,26.8,"32,848"
1083,KY,Lincoln County,22.9,"35,934"
1084,KY,Livingston County,14.5,"45,229"
1085,KY,Logan County,17.5,"43,985"
1086,KY,Lyon County,16.4,"44,767"
1087,KY,McCracken County,18.7,"42,936"
1088,KY,McCreary County,39.3,"25,087"
1089,KY,McLean County,17.3,"43,656"
1090,KY,Madison County,21.3,"45,406"
1091,KY,Magoffin County,31.9,"28,996"
1092,KY,Marion County,20.1,"41,233"
1093,KY,Marshall County,12.1,"50,165"
1094,KY,Martin County,39.3,"29,861"
1095,KY,Mason County,19.4,"43,683"
1096,KY,Meade County,13.4,"51,893"
1097,KY,Menifee County,24.1,"33,734"
1098,KY,Mercer County,14.5,"51,048"
1099,KY,Metcalfe County,22.7,"33,562"
1100,KY,Monroe County,23.2,"33,425"
1101,KY,Montgomery County,17.9,"44,890"
1102,KY,Morgan County,27.2,"33,716"
1103,KY,Muhlenberg County,19.6,"42,098"
1104,KY,Nelson County,11.6,"56,239"
1105,KY,Nicholas County,19.8,"38,958"
1106,KY,Ohio County,20.3,"40,859"
1107,KY,Oldham County,5.9,"92,454"
1108,KY,Owen County,18.2,"46,358"
1109,KY,Owsley County,45.2,"23,115"
1110,KY,Pendleton County,14.4,"51,680"
1111,KY,Perry County,30.9,"31,814"
1112,KY,Pike County,31.4,"32,734"
1113,KY,Powell County,26.5,"35,169"
1114,KY,Pulaski County,18.9,"37,782"
1115,KY,Robertson County,24.6,"41,877"
1116,KY,Rockcastle County,24.2,"35,567"
1117,KY,Rowan County,25.4,"38,684"
1118,KY,Russell County,25.0,"33,490"
1119,KY,Scott County,10.4,"64,809"
1120,KY,Shelby County,11.5,"61,700"
1121,KY,Simpson County,15.1,"45,643"
1122,KY,Spencer County,8.8,"71,156"
1123,KY,Taylor County,21.3,"37,806"
1124,KY,Todd County,20.4,"41,072"
1125,KY,Trigg County,14.5,"37,965"
1126,KY,Trimble County,14.8,"51,827"
1127,KY,Union County,18.6,"47,017"
1128,KY,Warren County,18.5,"47,253"
1129,KY,Washington County,15.7,"48,041"
1130,KY,Wayne County,26.9,"30,923"
1131,KY,Webster County,17.9,"43,605"
1132,KY,Whitley County,29.3,"31,985"
1133,KY,Wolfe County,32.2,"28,443"
1134,KY,Woodford County,12.1,"58,712"
1135,LA,Louisiana,20.1,"45,374"
1136,LA,Acadia Parish,23.1,"40,218"
1137,LA,Allen Parish,21.4,"41,584"
1138,LA,Ascension Parish,10.7,"74,212"
1139,LA,Assumption Parish,21.2,"45,847"
1140,LA,Avoyelles Parish,25.9,"34,997"
1141,LA,Beauregard Parish,14.8,"49,436"
1142,LA,Bienville Parish,23.5,"33,887"
1143,LA,Bossier Parish,16.7,"50,048"
1144,LA,Caddo Parish,26.4,"38,414"
1145,LA,Calcasieu Parish,19.9,"47,052"
1146,LA,Caldwell Parish,22.6,"35,428"
1147,LA,Cameron Parish,12.3,"52,479"
1148,LA,Catahoula Parish,27.5,"33,154"
1149,LA,Claiborne Parish,34.9,"34,228"
1150,LA,Concordia Parish,28.5,"32,685"
1151,LA,De Soto Parish,21.1,"43,325"
1152,LA,East Baton Rouge Parish,19.9,"50,451"
1153,LA,East Carroll Parish,43.5,"25,810"
1154,LA,East Feliciana Parish,20.0,"46,172"
1155,LA,Evangeline Parish,29.4,"34,440"
1156,LA,Franklin Parish,29.2,"31,873"
1157,LA,Grant Parish,21.5,"42,948"
1158,LA,Iberia Parish,23.4,"41,604"
1159,LA,Iberville Parish,22.8,"41,679"
1160,LA,Jackson Parish,21.2,"41,192"
1161,LA,Jefferson Parish,16.1,"49,681"
1162,LA,Jefferson Davis Parish,19.3,"42,134"
1163,LA,Lafayette Parish,18.1,"51,125"
1164,LA,Lafourche Parish,17.1,"52,220"
1165,LA,La Salle Parish,19.3,"45,169"
1166,LA,Lincoln Parish,30.2,"39,158"
1167,LA,Livingston Parish,12.6,"58,318"
1168,LA,Madison Parish,41.3,"27,306"
1169,LA,Morehouse Parish,28.7,"32,269"
1170,LA,Natchitoches Parish,31.9,"32,094"
1171,LA,Orleans Parish,24.1,"38,418"
1172,LA,Ouachita Parish,24.5,"38,525"
1173,LA,Plaquemines Parish,15.4,"55,950"
1174,LA,Pointe Coupee Parish,19.7,"42,545"
1175,LA,Rapides Parish,19.9,"42,452"
1176,LA,Red River Parish,26.3,"33,044"
1177,LA,Richland Parish,27.2,"33,820"
1178,LA,Sabine Parish,18.5,"42,700"
1179,LA,St. Bernard Parish,23.5,"39,450"
1180,LA,St. Charles Parish,13.1,"64,742"
1181,LA,St. Helena Parish,24.7,"35,519"
1182,LA,St. James Parish,19.0,"47,876"
1183,LA,St. John the Baptist Parish,18.5,"52,166"
1184,LA,St. Landry Parish,26.6,"32,185"
1185,LA,St. Martin Parish,18.5,"46,560"
1186,LA,St. Mary Parish,22.2,"37,822"
1187,LA,St. Tammany Parish,9.8,"65,861"
1188,LA,Tangipahoa Parish,21.5,"44,625"
1189,LA,Tensas Parish,31.6,"26,657"
1190,LA,Terrebonne Parish,21.1,"49,206"
1191,LA,Union Parish,20.2,"42,166"
1192,LA,Vermilion Parish,19.6,"44,048"
1193,LA,Vernon Parish,14.9,"47,172"
1194,LA,Washington Parish,27.8,"34,240"
1195,LA,Webster Parish,24.1,"33,251"
1196,LA,West Baton Rouge Parish,16.8,"54,454"
1197,LA,West Carroll Parish,23.8,"35,638"
1198,LA,West Feliciana Parish,23.7,"56,459"
1199,LA,Winn Parish,24.3,"37,600"
1200,ME,Maine,12.3,"52,926"
1201,ME,Androscoggin County,12.7,"48,494"
1202,ME,Aroostook County,16.3,"39,746"
1203,ME,Cumberland County,10.0,"65,475"
1204,ME,Franklin County,14.3,"43,532"
1205,ME,Hancock County,11.0,"53,941"
1206,ME,Kennebec County,14.1,"51,013"
1207,ME,Knox County,11.4,"53,610"
1208,ME,Lincoln County,11.3,"54,026"
1209,ME,Oxford County,13.4,"44,508"
1210,ME,Penobscot County,14.8,"47,076"
1211,ME,Piscataquis County,18.9,"35,874"
1212,ME,Sagadahoc County,9.3,"59,271"
1213,ME,Somerset County,19.5,"42,134"
1214,ME,Waldo County,14.3,"48,422"
1215,ME,Washington County,18.4,"37,711"
1216,ME,York County,8.1,"60,520"
1217,MD,Maryland,9.7,"78,787"
1218,MD,Allegany County,17.2,"44,708"
1219,MD,Anne Arundel County,7.0,"95,297"
1220,MD,Baltimore County,9.0,"72,305"
1221,MD,Calvert County,5.8,"97,188"
1222,MD,Caroline County,15.3,"49,616"
1223,MD,Carroll County,5.5,"89,529"
1224,MD,Cecil County,10.0,"70,504"
1225,MD,Charles County,7.4,"93,947"
1226,MD,Dorchester County,17.4,"44,491"
1227,MD,Frederick County,6.9,"89,541"
1228,MD,Garrett County,12.8,"46,710"
1229,MD,Harford County,7.2,"83,595"
1230,MD,Howard County,5.2,"119,386"
1231,MD,Kent County,14.0,"54,210"
1232,MD,Montgomery County,6.9,"99,604"
1233,MD,Prince George's County,9.2,"78,680"
1234,MD,Queen Anne's County,7.3,"79,966"
1235,MD,St. Mary's County,9.1,"80,049"
1236,MD,Somerset County,24.3,"38,546"
1237,MD,Talbot County,10.4,"62,264"
1238,MD,Washington County,13.2,"54,643"
1239,MD,Wicomico County,18.0,"50,015"
1240,MD,Worcester County,11.4,"53,509"
1241,MD,Baltimore city,21.8,"46,604"
1242,MA,Massachusetts,10.5,"75,207"
1243,MA,Barnstable County,7.6,"67,374"
1244,MA,Berkshire County,10.9,"56,011"
1245,MA,Bristol County,10.7,"65,154"
1246,MA,Dukes County,7.6,"66,528"
1247,MA,Essex County,10.7,"73,503"
1248,MA,Franklin County,10.0,"56,544"
1249,MA,Hampden County,16.5,"51,589"
1250,MA,Hampshire County,11.9,"64,425"
1251,MA,Middlesex County,7.7,"94,977"
1252,MA,Nantucket County,6.4,"82,324"
1253,MA,Norfolk County,6.1,"92,606"
1254,MA,Plymouth County,8.0,"81,483"
1255,MA,Suffolk County,19.5,"61,367"
1256,MA,Worcester County,9.6,"69,064"
1257,MI,Michigan,14.9,"52,436"
1258,MI,Alcona County,16.2,"37,900"
1259,MI,Alger County,13.9,"43,693"
1260,MI,Allegan County,9.0,"58,311"
1261,MI,Alpena County,15.5,"42,332"
1262,MI,Antrim County,11.7,"50,356"
1263,MI,Arenac County,16.5,"43,339"
1264,MI,Baraga County,16.5,"44,187"
1265,MI,Barry County,8.4,"60,818"
1266,MI,Bay County,15.2,"45,731"
1267,MI,Benzie County,10.8,"50,323"
1268,MI,Berrien County,16.7,"47,237"
1269,MI,Branch County,16.8,"48,321"
1270,MI,Calhoun County,16.8,"46,423"
1271,MI,Cass County,12.9,"51,530"
1272,MI,Charlevoix County,11.5,"52,944"
1273,MI,Cheboygan County,18.0,"41,667"
1274,MI,Chippewa County,16.0,"43,683"
1275,MI,Clare County,21.7,"37,646"
1276,MI,Clinton County,8.4,"66,396"
1277,MI,Crawford County,21.4,"39,208"
1278,MI,Delta County,14.3,"43,835"
1279,MI,Dickinson County,12.8,"46,094"
1280,MI,Eaton County,11.2,"57,807"
1281,MI,Emmet County,11.8,"51,122"
1282,MI,Genesee County,20.3,"44,174"
1283,MI,Gladwin County,18.0,"41,251"
1284,MI,Gogebic County,20.4,"36,429"
1285,MI,Grand Traverse County,10.0,"57,367"
1286,MI,Gratiot County,18.8,"42,642"
1287,MI,Hillsdale County,14.5,"49,049"
1288,MI,Houghton County,20.2,"38,603"
1289,MI,Huron County,14.2,"44,845"
1290,MI,Ingham County,20.1,"49,387"
1291,MI,Ionia County,14.5,"50,383"
1292,MI,Iosco County,18.2,"39,721"
1293,MI,Iron County,15.4,"38,913"
1294,MI,Isabella County,23.4,"42,924"
1295,MI,Jackson County,13.6,"50,809"
1296,MI,Kalamazoo County,16.6,"53,370"
1297,MI,Kalkaska County,15.3,"48,426"
1298,MI,Kent County,12.1,"59,649"
1299,MI,Keweenaw County,12.3,"42,799"
